tracking_id,source,campaign,influencer_id,user_id,product,date,orders,revenue
TRK05869,influencer_marketing,MB_NewYearBulk,INF014,a288e3ec-2a22-4b9a-9a68-00850aa08ef2,Creatine,2025-03-25 17:50:13,1,2026.79
TRK05870,influencer_marketing,MB_SummerFit,INF014,3c25e8b4-9700-4f97-8e11-ef1090d8254d,Biotin,2025-03-28 17:50:13,1,796.95
TRK05871,influencer_marketing,MB_SummerFit,INF014,5158b5ad-f939-4e08-aefa-0cd91cb1ffd7,Gummy Stars,2025-03-25 17:50:13,1,755.13
TRK05872,influencer_marketing,Gritzo_KidsHealth,INF014,e89568e1-10e7-46df-86ff-c70b6c8d6238,Creatine,2025-03-23 17:50:13,1,4087.95
TRK05873,influencer_marketing,MB_SummerFit,INF014,3a9361b4-ea31-4dbe-8116-b4e90ab12d4b,Multivitamin,2025-03-23 17:50:13,1,449.06
TRK05874,influencer_marketing,Gritzo_KidsHealth,INF014,c28c6d73-617e-48d7-a44b-ce74092d4f87,Omega 3,2025-03-25 17:50:13,1,1222.27
TRK05875,influencer_marketing,HKV_GlowUp,INF014,8b8ccb4e-5a90-4c59-81ae-26cad3e24b33,SuperMilk for Kids,2025-03-27 17:50:13,1,677.01
TRK05876,influencer_marketing,Gritzo_KidsHealth,INF014,52788d56-9c05-4078-95b9-e13748f8acba,Gummy Stars,2025-03-25 17:50:13,1,448.8
TRK05877,influencer_marketing,HKV_DailyWellness,INF014,95295681-78cd-485a-9411-2070a307f89d,BCAA,2025-03-27 17:50:13,1,3335.29
TRK05878,influencer_marketing,HKV_DailyWellness,INF014,0478d7b8-d5e8-4312-ab31-28e22ef01204,BCAA,2025-03-27 17:50:13,1,4760.09
TRK05879,influencer_marketing,MB_SummerFit,INF014,b08aae86-5792-4496-a529-b6b189e8a94d,SuperMilk for Kids,2025-03-26 17:50:13,1,513.39
TRK05880,influencer_marketing,MB_NewYearBulk,INF014,92bfcec0-c5bb-4989-8a5a-2b3cbded98af,Collagen,2025-03-24 17:50:13,1,505.33
TRK05881,influencer_marketing,MB_SummerFit,INF014,3916f9ab-6e86-4eec-abaa-d3def5e84b1e,Collagen,2025-03-27 17:50:13,1,1794.75
TRK05882,influencer_marketing,MB_SummerFit,INF014,73983675-d01b-4e06-b71b-57d1e01aaaa5,Omega 3,2025-03-27 17:50:13,1,873.88
TRK05883,influencer_marketing,MB_NewYearBulk,INF014,331430a4-610f-49bf-a90f-b30e5871c058,BCAA,2025-03-26 17:50:13,1,2722.54
TRK05884,influencer_marketing,MB_SummerFit,INF014,c75f04b7-89f1-4ef5-8cce-211c39abe037,Gummy Stars,2025-03-23 17:50:13,1,605.36
TRK05885,influencer_marketing,HKV_DailyWellness,INF014,4a628cfe-53f4-4993-999d-9bca2c335ba0,Collagen,2025-03-23 17:50:13,1,1987.54
TRK05886,influencer_marketing,HKV_GlowUp,INF014,2c2029ad-517a-4c28-b8ef-e5bde4cc628c,Biotin,2025-03-25 17:50:13,1,471.74
TRK05887,influencer_marketing,MB_NewYearBulk,INF014,cfbec679-f112-4068-bfea-e50721fee94f,Multivitamin,2025-03-28 17:50:13,1,1703.37
TRK05888,influencer_marketing,HKV_GlowUp,INF014,f7f14394-6351-48bc-8942-6f002ca3f4b9,Whey Protein,2025-03-28 17:50:13,1,4680.52
TRK05889,influencer_marketing,MB_NewYearBulk,INF014,3ada5ce3-79d1-44c7-8f5b-c13ce1af3a34,Mass Gainer,2025-03-26 17:50:13,1,4843.54
TRK05890,influencer_marketing,MB_SummerFit,INF014,f2cdace2-c959-4362-8a06-fc376aa5edd3,Mass Gainer,2025-03-27 17:50:13,1,3973.63
TRK05891,influencer_marketing,HKV_GlowUp,INF014,89d009d9-e47c-4c52-9419-b1fed88e58e9,Biotin,2025-03-26 17:50:13,1,1753.05
TRK05892,influencer_marketing,MB_NewYearBulk,INF014,92b6c495-c626-42ed-8741-4d963e620d85,Protein Oats for Teens,2025-03-26 17:50:13,1,460.02
TRK05893,influencer_marketing,MB_NewYearBulk,INF014,9f062a2a-e89a-4d2f-a6dd-4d31c6d90640,Collagen,2025-03-27 17:50:13,1,1408.93
TRK05894,influencer_marketing,Gritzo_KidsHealth,INF014,4670875c-769d-4792-8d76-d375f3724876,Creatine,2025-03-23 17:50:13,1,3057.87
TRK05895,influencer_marketing,MB_SummerFit,INF014,f6b11b60-a67e-4dca-8815-8ce44ef95f80,BCAA,2025-03-25 17:50:13,1,4234.86
TRK05896,influencer_marketing,HKV_GlowUp,INF014,62cf4783-edad-421f-942d-1dbcac6bcd86,Mass Gainer,2025-03-23 17:50:13,1,2890.13
TRK05897,influencer_marketing,HKV_DailyWellness,INF014,e6208bee-468a-4ff6-a4db-2a313c1eb230,Gummy Stars,2025-03-27 17:50:13,1,578.76
TRK05898,influencer_marketing,HKV_GlowUp,INF014,e988a970-2cec-490b-886f-f01294f6d9bd,Whey Protein,2025-03-24 17:50:13,1,2648.76
TRK05899,influencer_marketing,HKV_DailyWellness,INF014,aece11d5-5cd7-4995-9c29-917ab35d593d,Biotin,2025-03-25 17:50:13,1,1704.3
TRK05900,influencer_marketing,HKV_GlowUp,INF014,f12c3a4a-84b3-4c1e-920b-56280fd2d240,Mass Gainer,2025-03-25 17:50:13,1,1844.57
TRK05901,influencer_marketing,HKV_GlowUp,INF014,39dd6c99-0477-4d52-94e4-7e333f27fd51,Protein Oats for Teens,2025-03-24 17:50:13,1,971.59
TRK05902,influencer_marketing,MB_NewYearBulk,INF014,8d518563-ae13-4f9b-adcc-c9d563c224ce,Protein Oats for Teens,2025-03-26 17:50:13,1,833.39
TRK05903,influencer_marketing,MB_NewYearBulk,INF014,d6f3cf7f-3645-4666-9dc0-f8d5dfc3ceff,Collagen,2025-03-24 17:50:13,1,649.58
TRK05904,influencer_marketing,Gritzo_KidsHealth,INF014,baac2eb3-47c9-42a4-94ac-f0a44d6fc192,SuperMilk for Kids,2025-03-25 17:50:13,1,894.27
TRK05905,influencer_marketing,Gritzo_KidsHealth,INF014,c19e3f4b-475d-42a9-944a-8d77f5341797,Gummy Stars,2025-03-26 17:50:13,1,635.9
TRK05906,influencer_marketing,MB_SummerFit,INF014,807daf51-4498-460c-8559-7182fdb7c507,Gummy Stars,2025-03-23 17:50:13,1,851.42
TRK05907,influencer_marketing,HKV_DailyWellness,INF014,63be0d0e-1133-4f6b-9d2b-b93f82688f77,SuperMilk for Kids,2025-03-23 17:50:13,1,940.81
TRK05908,influencer_marketing,MB_NewYearBulk,INF014,5aed3287-b33c-47df-818c-edde6cfec7b2,Biotin,2025-03-27 17:50:13,1,1138.41
TRK05909,influencer_marketing,Gritzo_KidsHealth,INF014,27eb88f9-1410-4755-a862-f9b4cf1b91b7,BCAA,2025-03-27 17:50:13,1,2532.62
TRK05910,influencer_marketing,HKV_GlowUp,INF014,f2f830ad-dce0-4a18-9a21-ee4a30a95bdd,BCAA,2025-03-24 17:50:13,1,2427.41
TRK05911,influencer_marketing,Gritzo_KidsHealth,INF014,c4f23696-ee0d-4888-91cb-8c0af0b46d47,SuperMilk for Kids,2025-03-26 17:50:13,1,402.51
TRK05912,influencer_marketing,Gritzo_KidsHealth,INF014,07153cf9-89e9-499d-bd8f-ffd4dce2dafa,Protein Oats for Teens,2025-03-24 17:50:13,1,450.19
TRK05913,influencer_marketing,MB_SummerFit,INF014,9595156d-98ef-4bce-b312-90338fc17122,SuperMilk for Kids,2025-03-23 17:50:13,1,785.02
TRK05914,influencer_marketing,Gritzo_KidsHealth,INF014,d7261274-9d35-4604-b345-0cbf4db248b8,Gummy Stars,2025-03-23 17:50:13,1,426.74
TRK05915,influencer_marketing,HKV_GlowUp,INF014,3dc613dc-8afd-42c4-ab18-7626af5232d9,Protein Oats for Teens,2025-03-25 17:50:13,1,542.38
TRK05916,influencer_marketing,Gritzo_KidsHealth,INF014,fa49dd00-1a70-44ee-bd19-ce4e216bef0b,Biotin,2025-03-26 17:50:13,1,1922.7
TRK05917,influencer_marketing,HKV_GlowUp,INF014,1cb69d33-c16c-4295-8584-d7b77f7f655e,SuperMilk for Kids,2025-03-23 17:50:13,1,493.58
TRK05918,influencer_marketing,MB_SummerFit,INF014,49f6faa4-d8cc-4258-8dd7-b900cf172343,SuperMilk for Kids,2025-03-24 17:50:13,1,527.41
TRK05919,influencer_marketing,HKV_GlowUp,INF014,1002ecd6-7284-4814-93cc-c9cf1d9e9f0d,Mass Gainer,2025-03-23 17:50:13,1,4920.81
TRK05920,influencer_marketing,MB_SummerFit,INF014,cf058fe9-8924-4ee7-bda4-16bec3aac885,Whey Protein,2025-03-25 17:50:13,1,3007.91
TRK05921,influencer_marketing,HKV_DailyWellness,INF014,5e21b002-d257-488f-8c5b-9c159c6452b7,Collagen,2025-03-27 17:50:13,1,1004.18
TRK05922,influencer_marketing,HKV_DailyWellness,INF014,1275630c-7cd6-4b8c-9926-9851682eea98,Biotin,2025-03-23 17:50:13,1,687.81
TRK05923,influencer_marketing,Gritzo_KidsHealth,INF014,08c0db8b-260b-4901-991c-9e6e0ff50334,BCAA,2025-03-23 17:50:13,1,1778.6
TRK05924,influencer_marketing,Gritzo_KidsHealth,INF014,e5de6a80-b5d7-4772-9e0a-2558016cbce2,Gummy Stars,2025-03-28 17:50:13,1,671.29
TRK05925,influencer_marketing,HKV_DailyWellness,INF014,93bee64b-9cad-42be-ada0-ca4688137071,Protein Oats for Teens,2025-03-24 17:50:13,1,985.74
TRK05926,influencer_marketing,MB_NewYearBulk,INF014,ab96b0a8-4d1f-4c5e-819e-a77bd51d2882,Gummy Stars,2025-03-26 17:50:13,1,860.01
TRK05927,influencer_marketing,HKV_DailyWellness,INF014,1976e4cb-1f73-4af9-a9f4-e9409ebc3bec,Omega 3,2025-03-28 17:50:13,1,1515.22
TRK05928,influencer_marketing,MB_NewYearBulk,INF014,086ea13d-8a95-41ba-8631-88d1de669960,Whey Protein,2025-03-23 17:50:13,1,2049.73
TRK05929,influencer_marketing,HKV_DailyWellness,INF014,071a54b9-0b06-4308-91b4-205b96a89109,Protein Oats for Teens,2025-03-23 17:50:13,1,527.32
TRK05930,influencer_marketing,MB_SummerFit,INF014,10db993d-6de4-4458-b8b2-056a93f3c6ce,Mass Gainer,2025-03-27 17:50:13,1,2081.42
TRK05931,influencer_marketing,HKV_DailyWellness,INF014,38a222cc-3df3-46f4-a3fa-28d451cc2d1e,SuperMilk for Kids,2025-03-25 17:50:13,1,647.39
TRK05932,influencer_marketing,HKV_DailyWellness,INF014,2dadd2b9-1ed2-4358-94bf-76e6b6baa131,Gummy Stars,2025-03-28 17:50:13,1,690.32
TRK05933,influencer_marketing,MB_NewYearBulk,INF014,06ef92a5-273c-4e28-8895-168393e943dc,Collagen,2025-03-28 17:50:13,1,1759.7
TRK05934,influencer_marketing,MB_NewYearBulk,INF014,4df45ab8-8121-4287-8f71-66adc26362de,BCAA,2025-03-25 17:50:13,1,1504.36
TRK05935,influencer_marketing,HKV_DailyWellness,INF014,6009f06c-956e-4331-8e37-c54be9e4999f,Biotin,2025-03-26 17:50:13,1,787.86
TRK05936,influencer_marketing,Gritzo_KidsHealth,INF014,77cced0f-2000-41ea-8de3-69ea859e6d03,Whey Protein,2025-03-25 17:50:13,1,3053.14
TRK05937,influencer_marketing,MB_SummerFit,INF014,69d1654e-7320-48e6-af65-c2d1363bae1a,Mass Gainer,2025-03-25 17:50:13,1,2561.38
TRK05938,influencer_marketing,HKV_GlowUp,INF014,ea1786eb-6ebe-4221-bab6-a7f870a71f5e,Gummy Stars,2025-03-23 17:50:13,1,485.98
TRK05939,influencer_marketing,MB_NewYearBulk,INF014,3c2e59a3-d6d9-4e78-bf02-1622d2f8f355,Multivitamin,2025-03-23 17:50:13,1,693.61
TRK05940,influencer_marketing,HKV_DailyWellness,INF014,3fb49c66-a4fa-4b3d-83ec-1e4540e0dba3,Omega 3,2025-03-26 17:50:13,1,838.93
TRK05941,influencer_marketing,HKV_GlowUp,INF014,dcf33042-5c0b-461b-8ce9-ab0010103b1c,Omega 3,2025-03-28 17:50:13,1,1905.28
TRK05942,influencer_marketing,HKV_DailyWellness,INF014,cd510182-ac18-46b7-b1af-0ca78663ae29,Whey Protein,2025-03-24 17:50:13,1,4793.37
TRK05943,influencer_marketing,MB_NewYearBulk,INF014,3e75541d-1a50-4d40-96de-b9b0ef41f1e4,Creatine,2025-03-24 17:50:13,1,2708.14
TRK05944,influencer_marketing,HKV_GlowUp,INF014,9233cfcc-f34d-4b01-87e7-a49336b81aeb,Whey Protein,2025-03-24 17:50:13,1,2135.12
TRK05945,influencer_marketing,MB_NewYearBulk,INF014,a6f65f23-218c-40e0-b4cf-8e4e3c54deac,Collagen,2025-03-28 17:50:13,1,813.85
TRK05946,influencer_marketing,Gritzo_KidsHealth,INF014,51e2e8fa-e5b6-4248-96e8-75b5e227c9ca,Gummy Stars,2025-03-24 17:50:13,1,951.99
TRK05947,influencer_marketing,HKV_GlowUp,INF014,6be31627-438c-4173-b694-feb29a06254d,Whey Protein,2025-03-25 17:50:13,1,2009.1
TRK05948,influencer_marketing,MB_SummerFit,INF014,99e6c066-5e58-4d1c-bcd8-fabeb998cfcf,Omega 3,2025-03-27 17:50:13,1,1408.75
TRK05949,influencer_marketing,MB_NewYearBulk,INF014,8edc5bf7-bcd6-4d48-b07f-56514d6c33cf,Omega 3,2025-03-28 17:50:13,1,1487.62
TRK05950,influencer_marketing,MB_NewYearBulk,INF014,05ec90ab-6827-4f23-85c3-a0f4aeaefa16,Protein Oats for Teens,2025-03-27 17:50:13,1,675.91
TRK05951,influencer_marketing,MB_NewYearBulk,INF014,643a71db-c420-45c8-a494-d8899ac4dfe1,SuperMilk for Kids,2025-03-23 17:50:13,1,523.91
TRK05952,influencer_marketing,MB_SummerFit,INF014,bf0de49b-e052-4b97-81c6-2bcaed13a313,Biotin,2025-03-28 17:50:13,1,1568.74
TRK05953,influencer_marketing,MB_SummerFit,INF014,d226caa4-c1f2-4c9c-830e-4fd67dbe3469,Omega 3,2025-03-23 17:50:13,1,1414.95
TRK05954,influencer_marketing,MB_NewYearBulk,INF014,26cfa2bb-b1fa-4f73-b961-fd4af8d569eb,Gummy Stars,2025-03-28 17:50:13,1,532.68
TRK05955,influencer_marketing,MB_NewYearBulk,INF014,ff03d981-a166-47d6-a08c-bd9ea9f39ce8,Whey Protein,2025-03-25 17:50:13,1,3785.87
TRK05956,influencer_marketing,MB_SummerFit,INF014,4121d1b7-bd87-4220-a95a-712d4ac67c5a,Multivitamin,2025-03-26 17:50:13,1,813.02
TRK05957,influencer_marketing,HKV_DailyWellness,INF014,7181d7b2-dff1-4d12-9aee-b5e0313e950f,Gummy Stars,2025-03-23 17:50:13,1,305.3
TRK05958,influencer_marketing,MB_NewYearBulk,INF014,ba64cbe7-4d2b-4efa-be1b-fe68b8aac0de,Whey Protein,2025-03-26 17:50:13,1,4650.95
TRK05959,influencer_marketing,MB_NewYearBulk,INF014,0ed1cf02-cb92-4713-841d-93dc905c1ba3,Protein Oats for Teens,2025-03-28 17:50:13,1,585.02
TRK05960,influencer_marketing,HKV_DailyWellness,INF014,68c17684-dd69-4696-a98a-7187e416c90b,BCAA,2025-03-27 17:50:13,1,4853.47
TRK05961,influencer_marketing,Gritzo_KidsHealth,INF014,c6f6524c-ced7-478b-9344-1e391f75d1c7,Protein Oats for Teens,2025-03-25 17:50:13,1,871.09
TRK05962,influencer_marketing,MB_SummerFit,INF014,406fa1a6-04fa-467a-a27e-4c7cfe437332,Biotin,2025-03-25 17:50:13,1,436.76
TRK05963,influencer_marketing,Gritzo_KidsHealth,INF014,9bde32ce-54da-482c-82b1-ccf899363d77,SuperMilk for Kids,2025-03-27 17:50:13,1,663.87
TRK05964,influencer_marketing,HKV_GlowUp,INF014,ee43841d-6a6b-4970-a958-006ebaa8c436,Omega 3,2025-03-25 17:50:13,1,1176.07
TRK05965,influencer_marketing,HKV_GlowUp,INF014,a111cec0-a67a-4767-81c9-6b32bf408325,Whey Protein,2025-03-27 17:50:13,1,3385.07
TRK05966,influencer_marketing,MB_NewYearBulk,INF014,6c11e77d-960b-464d-8e0d-1629000e9041,SuperMilk for Kids,2025-03-24 17:50:13,1,621.16
TRK05967,influencer_marketing,HKV_DailyWellness,INF014,b507551f-5f06-4f59-8801-15cdab2df02f,Collagen,2025-03-28 17:50:13,1,1375.69
TRK05968,influencer_marketing,Gritzo_KidsHealth,INF014,c8cbcfb4-76f5-4743-9955-b16baa8b0323,Creatine,2025-03-26 17:50:13,1,4773.3
TRK05969,influencer_marketing,HKV_GlowUp,INF014,cc1cb334-7bfa-4af6-80f9-40daa98052df,Biotin,2025-03-23 17:50:13,1,912.99
TRK05970,influencer_marketing,HKV_DailyWellness,INF014,8edca448-927c-4a79-a5dd-2ff253c2ba00,Multivitamin,2025-03-25 17:50:13,1,995.62
TRK05971,influencer_marketing,Gritzo_KidsHealth,INF014,ac7738a1-9a3a-492a-9195-54e24c41e353,Collagen,2025-03-24 17:50:13,1,1578.97
TRK05972,influencer_marketing,Gritzo_KidsHealth,INF014,d5a244d6-06a5-4bbc-9862-81be4918b6e5,Mass Gainer,2025-03-25 17:50:13,1,3773.38
TRK05973,influencer_marketing,MB_NewYearBulk,INF014,be1c9d7a-2689-440d-94d7-f74a4cfd45e6,Gummy Stars,2025-03-27 17:50:13,1,762.08
TRK05974,influencer_marketing,HKV_GlowUp,INF014,35944e6d-457a-4e07-b193-17c42d67e19d,Multivitamin,2025-03-27 17:50:13,1,1552.87
TRK05975,influencer_marketing,HKV_GlowUp,INF014,26f69443-5b2c-4b8d-9dfe-c2bc1dc10295,Biotin,2025-03-26 17:50:13,1,920.79
TRK05976,influencer_marketing,Gritzo_KidsHealth,INF014,ef4649f8-54af-4725-8c71-8900006c455e,Protein Oats for Teens,2025-03-28 17:50:13,1,744.29
TRK05977,influencer_marketing,HKV_DailyWellness,INF014,12ae7468-2c91-4bd6-a840-3c88ae736afc,BCAA,2025-03-25 17:50:13,1,4608.53
TRK05978,influencer_marketing,Gritzo_KidsHealth,INF014,83fb4573-fdd4-4b86-987a-339b2abaf206,Gummy Stars,2025-03-28 17:50:13,1,653.54
TRK05979,influencer_marketing,MB_NewYearBulk,INF014,dfe566a8-4388-4dcd-bc64-727d886d6c71,Multivitamin,2025-03-24 17:50:13,1,772.67
TRK05980,influencer_marketing,Gritzo_KidsHealth,INF014,42f031e7-ae1c-4fcc-89dc-57aeab5d0e62,Mass Gainer,2025-03-26 17:50:13,1,2562.63
TRK05981,influencer_marketing,MB_SummerFit,INF014,e7c02f01-7172-41ce-bee3-134150865814,Biotin,2025-03-26 17:50:13,1,1471.24
TRK05982,influencer_marketing,MB_NewYearBulk,INF014,086b0370-96ce-4966-b0a9-3503b71cd5f4,Mass Gainer,2025-03-24 17:50:13,1,1787.59
TRK05983,influencer_marketing,HKV_DailyWellness,INF014,34acd9c7-0bb3-4a4d-8ce3-f537dcfe5856,Omega 3,2025-03-25 17:50:13,1,881.21
TRK05984,influencer_marketing,MB_NewYearBulk,INF014,87addf46-2878-4eba-aea5-ca3eefe68067,Creatine,2025-03-23 17:50:13,1,2516.93
TRK05985,influencer_marketing,MB_SummerFit,INF014,b939d9e8-164e-497d-952e-13ef455bba1f,Collagen,2025-03-28 17:50:13,1,1951.85
TRK05986,influencer_marketing,HKV_DailyWellness,INF014,d8208ff0-f7d1-41f1-8585-916ebd563cdd,BCAA,2025-03-28 17:50:13,1,1511.46
TRK05987,influencer_marketing,Gritzo_KidsHealth,INF014,330894a7-fad0-4f14-a00c-baa26de7e3c5,SuperMilk for Kids,2025-03-27 17:50:13,1,518.7
TRK05988,influencer_marketing,MB_NewYearBulk,INF014,7f4c8936-78ea-4a48-8642-3191c7fc6121,SuperMilk for Kids,2025-03-25 17:50:13,1,788.86
TRK05989,influencer_marketing,Gritzo_KidsHealth,INF014,2bc26867-760c-4098-99af-d807e346bd6f,BCAA,2025-03-26 17:50:13,1,1816.32
TRK05990,influencer_marketing,MB_NewYearBulk,INF014,bd1a7ae3-4bcd-4841-b6c8-8d3bbcc1224f,Mass Gainer,2025-03-25 17:50:13,1,2221.53
TRK05991,influencer_marketing,Gritzo_KidsHealth,INF014,2c55ebc8-f339-45c2-883e-900b6161b06c,Protein Oats for Teens,2025-03-27 17:50:13,1,467.83
TRK05992,influencer_marketing,HKV_GlowUp,INF014,c154ab1b-3400-4b22-bd60-dd194a1b9729,SuperMilk for Kids,2025-03-23 17:50:13,1,531.53
TRK05993,influencer_marketing,MB_NewYearBulk,INF014,1a70f07b-9201-4757-8390-b62cf8c07306,BCAA,2025-03-26 17:50:13,1,3959.31
TRK05994,influencer_marketing,Gritzo_KidsHealth,INF014,98a04d0b-a11b-45af-ae14-855195d4513a,Multivitamin,2025-03-24 17:50:13,1,773.14
TRK05995,influencer_marketing,Gritzo_KidsHealth,INF014,deef0c91-7e1f-48ba-95e1-d07c3f07cfd1,Creatine,2025-03-27 17:50:13,1,4299.19
TRK05996,influencer_marketing,Gritzo_KidsHealth,INF014,37fb47cf-2074-478a-9eb0-51fe06ce74bd,Omega 3,2025-03-23 17:50:13,1,637.01
TRK05997,influencer_marketing,MB_SummerFit,INF014,d166161b-7d36-4138-8068-33024be8bd0d,BCAA,2025-03-27 17:50:13,1,2347.2
TRK05998,influencer_marketing,Gritzo_KidsHealth,INF014,24a343c2-68d0-4308-8b88-5af90523cdfa,Whey Protein,2025-03-25 17:50:13,1,3678.9
TRK05999,influencer_marketing,MB_SummerFit,INF014,791a6876-08ad-4720-a18d-1d949a9d23f1,Multivitamin,2025-03-26 17:50:13,1,1305.15
TRK06000,influencer_marketing,HKV_DailyWellness,INF014,0acac711-67ce-471d-8302-542540c85942,Creatine,2025-03-26 17:50:13,1,2776.77
TRK06001,influencer_marketing,Gritzo_KidsHealth,INF014,d7a8c278-f330-45e7-a74d-43d7a1e11a34,Collagen,2025-03-25 17:50:13,1,945.72
TRK06002,influencer_marketing,HKV_GlowUp,INF014,1297dd28-9f28-4db0-ba7e-5433ee885c75,Gummy Stars,2025-03-23 17:50:13,1,445.9
TRK06003,influencer_marketing,HKV_GlowUp,INF014,6ef04fa4-06cd-4bb3-abbc-4a5b4674a4c2,Omega 3,2025-03-23 17:50:13,1,987.54
TRK06004,influencer_marketing,Gritzo_KidsHealth,INF014,2a2b2791-3953-4c8e-807f-615780f585f4,Gummy Stars,2025-03-28 17:50:13,1,532.0
TRK06005,influencer_marketing,MB_SummerFit,INF014,6c1530a8-dc33-490d-bde0-37856eaa4379,Collagen,2025-03-28 17:50:13,1,1426.59
TRK06006,influencer_marketing,Gritzo_KidsHealth,INF014,0677aa7b-2823-4a38-a7b3-87a1175796cb,Omega 3,2025-03-23 17:50:13,1,1939.9
TRK06007,influencer_marketing,MB_SummerFit,INF014,bf5a6369-0b96-421c-b2f4-9da81ba4ca38,Creatine,2025-03-24 17:50:13,1,2632.76
TRK06008,influencer_marketing,MB_NewYearBulk,INF014,f830c572-0afc-4eca-9d6e-fe3dc38099ba,Gummy Stars,2025-03-24 17:50:13,1,722.28
TRK06009,influencer_marketing,Gritzo_KidsHealth,INF014,32894dad-f8ce-43d4-a27a-4d6d55acee62,Biotin,2025-03-27 17:50:13,1,1447.06
TRK06010,influencer_marketing,MB_SummerFit,INF014,9aa224c3-cbad-4e0d-b990-eb883923650b,Protein Oats for Teens,2025-03-25 17:50:13,1,300.03
TRK06011,influencer_marketing,Gritzo_KidsHealth,INF014,0afd71ca-78b6-4c21-bd4b-8d401b8c1ee6,Omega 3,2025-03-28 17:50:13,1,644.28
TRK06012,influencer_marketing,MB_SummerFit,INF014,90c063f3-dacc-4066-9ff5-30e3a054d6f2,Omega 3,2025-03-23 17:50:13,1,1932.74
TRK06013,influencer_marketing,MB_NewYearBulk,INF014,21b23f13-4a48-4e5b-aee9-97fe2a34b398,Collagen,2025-03-28 17:50:13,1,1638.31
TRK06014,influencer_marketing,HKV_DailyWellness,INF014,d0ab4767-98fe-465c-a14b-ce335b8b73f0,SuperMilk for Kids,2025-03-27 17:50:13,1,688.35
TRK06015,influencer_marketing,HKV_GlowUp,INF014,71a5b343-d1a6-4e5e-868b-6af8b0059e6f,Collagen,2025-03-24 17:50:13,1,1263.35
TRK06016,influencer_marketing,Gritzo_KidsHealth,INF014,22fbbda4-599b-4dab-b50e-ba349b6c2b02,Mass Gainer,2025-03-27 17:50:13,1,1822.69
TRK06017,influencer_marketing,HKV_DailyWellness,INF014,9d928d84-c022-46ad-9bc1-c834e535e6d4,Gummy Stars,2025-03-23 17:50:13,1,527.95
TRK06018,influencer_marketing,HKV_DailyWellness,INF014,a45546a1-fa08-4a65-a989-abc14d245d76,Gummy Stars,2025-03-24 17:50:13,1,653.48
TRK06019,influencer_marketing,MB_NewYearBulk,INF014,f54b1add-ae81-44e3-9288-0197d83faf8d,Gummy Stars,2025-03-26 17:50:13,1,500.07
TRK06020,influencer_marketing,Gritzo_KidsHealth,INF014,55645bec-17bb-4f4a-b83e-bafe211e79e4,Creatine,2025-03-26 17:50:13,1,3150.6
TRK06021,influencer_marketing,MB_NewYearBulk,INF014,456cab43-7995-4088-9609-b3f0f558f6d3,Biotin,2025-03-27 17:50:13,1,976.82
TRK06022,influencer_marketing,MB_NewYearBulk,INF014,85078954-775d-4ee2-b1b4-3af006add0ab,Creatine,2025-03-28 17:50:13,1,4082.96
TRK06023,influencer_marketing,Gritzo_KidsHealth,INF014,8ea7e8e8-1d45-4cf4-ae8a-e61449ee0c54,Gummy Stars,2025-03-24 17:50:13,1,497.59
TRK06024,influencer_marketing,MB_SummerFit,INF014,5b2ab8af-70ce-419e-afaf-a40c2688f20c,Biotin,2025-03-28 17:50:13,1,540.74
TRK06025,influencer_marketing,MB_SummerFit,INF014,deb8336c-5d6b-4bb2-9f30-913ba734b03c,Multivitamin,2025-03-24 17:50:13,1,1334.93
TRK06026,influencer_marketing,MB_SummerFit,INF014,a553b250-ba1b-402b-af35-ff2e66f6a213,Whey Protein,2025-03-23 17:50:13,1,4076.47
TRK06027,influencer_marketing,HKV_DailyWellness,INF014,4149385c-7ba3-4063-a4a1-166d60715cea,Whey Protein,2025-03-28 17:50:13,1,4079.06
TRK06028,influencer_marketing,HKV_GlowUp,INF014,41b4afb4-ad8b-45f5-9f98-c8b123679e04,Gummy Stars,2025-03-25 17:50:13,1,749.28
TRK06029,influencer_marketing,HKV_GlowUp,INF014,634899ed-8de2-4407-9bf9-43f2b6e73c00,Biotin,2025-03-26 17:50:13,1,717.23
TRK06030,influencer_marketing,Gritzo_KidsHealth,INF014,f264b978-b174-4448-928e-81481c9c9a22,Mass Gainer,2025-03-26 17:50:13,1,4082.37
TRK06031,influencer_marketing,HKV_GlowUp,INF014,8a398c60-e7d6-4222-92ba-068064e41989,Multivitamin,2025-03-24 17:50:13,1,1386.73
TRK06032,influencer_marketing,HKV_GlowUp,INF014,cd528b3f-1d47-4302-8385-a7125a99d840,Whey Protein,2025-03-26 17:50:13,1,1725.9
TRK06033,influencer_marketing,MB_SummerFit,INF014,e1aacc9f-84aa-4a26-bcf1-9646c47c4cb9,Creatine,2025-03-25 17:50:13,1,3552.29
TRK06034,influencer_marketing,HKV_GlowUp,INF014,67ae1c51-42db-42a6-adfa-55f15c91a12b,Gummy Stars,2025-03-26 17:50:13,1,940.64
TRK06035,influencer_marketing,MB_NewYearBulk,INF014,f18edce3-71b8-44f8-baf9-9674aa3f717e,SuperMilk for Kids,2025-03-28 17:50:13,1,969.74
TRK06036,influencer_marketing,Gritzo_KidsHealth,INF014,2d2fd885-4351-4d72-8201-c5550924fe31,Mass Gainer,2025-03-26 17:50:13,1,4996.16
TRK06037,influencer_marketing,MB_SummerFit,INF014,f2433134-0425-476c-8b71-50381321b5c2,Omega 3,2025-03-27 17:50:13,1,1066.67
